Node 309	Node 745	71
Node 979	Node 95	88
Node 775	Node 723	30
Node 128	Node 455	25
Node 54	Node 927	78
Node 265	Node 94	36
Node 649	Node 550	50
Node 526	Node 134	63
Node 398	Node 480	96
Node 368	Node 431	20
Node 64	Node 824	88
Node 998	Node 78	70
Node 736	Node 379	15
Node 384	Node 550	4
Node 311	Node 107	44
Node 519	Node 424	0
Node 329	Node 323	54
Node 918	Node 562	34
Node 993	Node 996	52
Node 222	Node 201	26
Node 677	Node 920	13
Node 625	Node 450	39
Node 121	Node 313	99
Node 379	Node 243	71
Node 131	Node 136	24
Node 94	Node 166	93
Node 280	Node 624	32
Node 590	Node 379	44
Node 896	Node 263	76
Node 363	Node 394	3
Node 763	Node 105	39
Node 607	Node 901	1
Node 144	Node 164	86
Node 760	Node 236	16
Node 784	Node 972	51
Node 395	Node 202	72
Node 601	Node 205	84
Node 300	Node 121	4
Node 407	Node 839	63
Node 542	Node 910	73
Node 519	Node 143	78
Node 68	Node 980	33
Node 606	Node 539	64
Node 405	Node 520	56
Node 283	Node 810	80
Node 299	Node 446	79
Node 394	Node 266	47
Node 638	Node 981	93
Node 140	Node 217	57
Node 764	Node 749	41
Node 501	Node 359	90
Node 826	Node 198	8
Node 973	Node 792	2
Node 410	Node 744	89
Node 466	Node 650	82
Node 833	Node 346	96
Node 5	Node 79	65
Node 577	Node 57	17
Node 842	Node 488	53
Node 631	Node 511	65
Node 872	Node 259	75
Node 797	Node 700	54
Node 224	Node 255	15
Node 80	Node 975	11
Node 35	Node 854	60
Node 539	Node 489	85
Node 401	Node 670	36
Node 403	Node 534	72
Node 560	Node 960	56
Node 226	Node 764	54
Node 435	Node 845	83
Node 4	Node 905	85
Node 290	Node 405	53
Node 457	Node 73	86
Node 553	Node 705	92
Node 340	Node 142	23
Node 707	Node 485	61
Node 78	Node 314	26
Node 579	Node 209	98
Node 26	Node 3	17
Node 711	Node 666	23
Node 639	Node 51	8
Node 917	Node 7	80
Node 399	Node 880	18
Node 567	Node 10	92
Node 736	Node 187	59
Node 227	Node 362	60
Node 96	Node 487	90
Node 586	Node 599	33
Node 211	Node 476	46
Node 111	Node 461	8
Node 204	Node 383	32
Node 694	Node 746	4
Node 568	Node 279	49
Node 499	Node 477	19
Node 672	Node 155	92
Node 132	Node 653	84
Node 219	Node 898	26
Node 172	Node 613	82
Node 322	Node 307	64
Node 667	Node 756	2
Node 92	Node 430	60
Node 680	Node 916	90
Node 773	Node 578	18
Node 558	Node 512	36
Node 233	Node 451	30
Node 237	Node 246	6
Node 987	Node 90	43
Node 591	Node 601	74
Node 470	Node 417	1
Node 722	Node 573	90
Node 682	Node 529	69
Node 313	Node 224	23
Node 933	Node 329	49
Node 256	Node 162	8
Node 230	Node 786	53
Node 695	Node 138	92
Node 569	Node 763	10
Node 339	Node 504	4
Node 673	Node 398	46
Node 925	Node 826	9
Node 757	Node 655	50
Node 143	Node 308	94
Node 372	Node 49	14
Node 45	Node 182	27
Node 475	Node 388	12
Node 70	Node 14	2
Node 852	Node 378	46
Node 408	Node 989	54
Node 791	Node 798	29
Node 147	Node 930	12
Node 538	Node 215	9
Node 620	Node 132	8
Node 945	Node 752	85
Node 458	Node 97	23
Node 942	Node 582	50
Node 870	Node 444	29
Node 345	Node 884	97
Node 197	Node 888	4
Node 875	Node 868	79
Node 119	Node 724	97
Node 688	Node 420	88
Node 619	Node 854	76
Node 455	Node 861	97
Node 8	Node 333	65
Node 102	Node 277	2
Node 464	Node 562	40
Node 902	Node 831	8
Node 228	Node 327	64
Node 244	Node 176	36
Node 84	Node 418	37
Node 185	Node 750	55
Node 111	Node 778	30
Node 551	Node 454	72
Node 559	Node 167	41
Node 278	Node 725	59
Node 352	Node 857	63
Node 830	Node 259	21
Node 256	Node 596	91
Node 947	Node 820	86
Node 54	Node 688	18
Node 129	Node 321	65
Node 430	Node 61	37
Node 157	Node 437	28
Node 798	Node 388	44
Node 410	Node 94	92
Node 157	Node 407	76
Node 840	Node 717	66
Node 747	Node 287	24
Node 910	Node 717	83
Node 786	Node 195	81
Node 898	Node 760	22
Node 379	Node 269	94
Node 695	Node 46	6
Node 809	Node 918	58
Node 801	Node 228	35
Node 356	Node 306	14
Node 76	Node 787	54
Node 31	Node 234	99
Node 97	Node 364	31
Node 535	Node 26	83
Node 380	Node 844	6
Node 594	Node 840	42
Node 143	Node 608	31
Node 269	Node 769	88
Node 942	Node 225	12
Node 826	Node 17	17
Node 401	Node 769	9
Node 467	Node 921	7
Node 7	Node 569	82
Node 38	Node 504	10
Node 43	Node 691	24
Node 175	Node 868	15
Node 880	Node 917	71
Node 975	Node 905	33
Node 535	Node 56	33
Node 93	Node 344	34
Node 230	Node 61	15
Node 110	Node 829	51
Node 621	Node 89	3
Node 778	Node 343	53
Node 508	Node 662	55
Node 664	Node 570	38
Node 913	Node 212	52
Node 861	Node 76	61
Node 57	Node 175	47
Node 874	Node 75	17
Node 778	Node 888	99
Node 257	Node 900	80
Node 173	Node 248	66
Node 790	Node 360	28
Node 520	Node 85	84
Node 86	Node 610	30
Node 131	Node 547	94
Node 690	Node 207	75
Node 957	Node 970	31
Node 275	Node 914	12
Node 193	Node 304	83
Node 28	Node 588	24
Node 154	Node 265	44
Node 929	Node 465	34
Node 568	Node 230	17
Node 886	Node 953	13
Node 178	Node 634	50
Node 54	Node 469	75
Node 780	Node 719	1
Node 468	Node 27	98
Node 373	Node 875	72
Node 536	Node 89	94
Node 725	Node 286	65
Node 816	Node 917	52
Node 285	Node 692	83
Node 248	Node 796	70
Node 447	Node 277	94
Node 877	Node 91	53
Node 259	Node 395	62
Node 649	Node 128	51
Node 798	Node 195	34
Node 643	Node 117	31
Node 196	Node 222	12
Node 386	Node 375	77
Node 458	Node 532	10
Node 435	Node 668	23
Node 147	Node 247	81
Node 928	Node 904	7
Node 173	Node 780	43
Node 391	Node 889	47
Node 951	Node 683	72
Node 646	Node 971	95
Node 408	Node 947	73
Node 71	Node 392	87
Node 54	Node 144	77
Node 585	Node 271	42
Node 563	Node 929	64
Node 17	Node 16	37
Node 274	Node 120	77
Node 840	Node 558	93
Node 741	Node 654	2
Node 960	Node 145	41
Node 245	Node 41	35
Node 233	Node 162	40
Node 682	Node 853	98
Node 589	Node 10	86
Node 889	Node 849	92
Node 753	Node 883	8
Node 515	Node 776	35
Node 163	Node 774	38
Node 153	Node 333	87
Node 683	Node 906	11
Node 418	Node 87	21
Node 436	Node 760	55
Node 44	Node 585	33
Node 487	Node 824	50
Node 732	Node 340	75
Node 779	Node 151	17
Node 967	Node 633	38
Node 226	Node 226	95
Node 215	Node 987	54
Node 567	Node 569	44
Node 142	Node 121	6
Node 36	Node 299	45
Node 62	Node 588	94
Node 757	Node 401	63
Node 951	Node 75	95
Node 417	Node 341	89
Node 595	Node 437	48
Node 505	Node 240	70
Node 389	Node 829	6
Node 309	Node 894	81
Node 489	Node 361	13
Node 729	Node 66	97
Node 287	Node 274	19
Node 539	Node 29	92
Node 88	Node 507	65
Node 476	Node 924	75
Node 955	Node 344	74
Node 896	Node 454	26
Node 441	Node 776	17
Node 73	Node 196	86
Node 762	Node 651	83
Node 960	Node 294	76
Node 988	Node 779	62
Node 628	Node 460	36
Node 958	Node 235	71
Node 965	Node 937	94
Node 710	Node 319	44
Node 190	Node 696	16
Node 993	Node 549	52
Node 791	Node 522	21
Node 536	Node 9	42
Node 492	Node 240	24
Node 349	Node 706	84
Node 943	Node 557	47
Node 50	Node 546	67
Node 915	Node 320	47
Node 591	Node 526	82
Node 80	Node 698	5
Node 243	Node 220	72
Node 579	Node 540	52
Node 257	Node 985	78
Node 895	Node 801	62
Node 890	Node 982	21
Node 619	Node 458	5
Node 940	Node 709	83
Node 355	Node 394	68
Node 15	Node 767	25
Node 790	Node 674	38
Node 228	Node 396	52
Node 794	Node 772	6
Node 598	Node 862	10
Node 228	Node 677	12
Node 600	Node 291	1
Node 530	Node 28	72
Node 271	Node 293	66
Node 680	Node 715	66
Node 928	Node 812	94
Node 195	Node 72	87
Node 67	Node 261	96
Node 182	Node 602	77
Node 458	Node 245	44
Node 658	Node 603	40
Node 194	Node 18	28
Node 312	Node 710	16
Node 956	Node 169	20
Node 6	Node 718	52
Node 485	Node 751	34
Node 334	Node 727	51
Node 305	Node 795	34
Node 478	Node 667	38
Node 839	Node 515	75
Node 269	Node 711	73
Node 830	Node 61	68
Node 721	Node 221	53
Node 804	Node 716	87
Node 947	Node 443	57
Node 884	Node 85	67
Node 767	Node 480	12
Node 493	Node 532	46
Node 731	Node 879	77
Node 723	Node 490	2
Node 769	Node 175	37
Node 894	Node 211	17
Node 83	Node 798	71
Node 493	Node 643	41
Node 81	Node 439	40
Node 971	Node 715	93
Node 543	Node 211	73
Node 544	Node 364	37
Node 447	Node 148	31
Node 611	Node 158	97
Node 541	Node 291	38
Node 99	Node 120	50
Node 658	Node 461	89
Node 353	Node 895	28
Node 149	Node 828	51
Node 349	Node 33	49
Node 672	Node 560	30
Node 894	Node 42	59
Node 145	Node 150	19
Node 783	Node 593	25
Node 968	Node 518	75
Node 631	Node 356	37
Node 618	Node 574	42
Node 617	Node 118	94
Node 717	Node 848	3
Node 974	Node 685	48
Node 248	Node 634	72
Node 478	Node 776	47
Node 762	Node 862	50
Node 765	Node 482	98
Node 837	Node 279	32
Node 200	Node 842	79
Node 225	Node 949	89
Node 834	Node 733	80
Node 757	Node 397	98
Node 913	Node 239	43
Node 328	Node 957	3
Node 335	Node 630	85
Node 740	Node 338	3
Node 512	Node 102	83
Node 331	Node 336	11
Node 924	Node 749	50
Node 102	Node 962	68
Node 244	Node 384	25
Node 579	Node 44	78
Node 65	Node 456	11
Node 26	Node 326	87
Node 897	Node 55	15
Node 614	Node 632	67
Node 33	Node 793	82
Node 80	Node 71	95
Node 284	Node 110	35
Node 495	Node 170	4
Node 255	Node 130	44
Node 442	Node 632	61
Node 361	Node 659	57
Node 358	Node 455	67
Node 233	Node 495	40
Node 802	Node 781	11
Node 957	Node 565	81
Node 530	Node 395	20
Node 50	Node 349	12
Node 973	Node 389	4
Node 782	Node 498	56
Node 93	Node 853	61
Node 297	Node 107	42
Node 925	Node 558	93
Node 687	Node 359	15
Node 63	Node 963	60
Node 483	Node 713	22
Node 46	Node 719	38
Node 836	Node 163	35
Node 521	Node 193	89
Node 754	Node 625	1
Node 612	Node 723	40
Node 483	Node 690	97
Node 183	Node 133	37
Node 733	Node 372	2
Node 245	Node 995	58
Node 8	Node 646	83
Node 102	Node 216	47
Node 401	Node 636	92
Node 514	Node 206	14
Node 310	Node 348	74
Node 843	Node 131	49
Node 934	Node 422	8
Node 47	Node 137	60
Node 183	Node 778	91
Node 635	Node 748	72
Node 460	Node 674	81
Node 700	Node 420	76
Node 422	Node 359	47
Node 681	Node 974	85
Node 41	Node 611	99
Node 744	Node 105	12
Node 50	Node 504	28
Node 204	Node 907	10
Node 868	Node 307	72
Node 610	Node 282	93
Node 854	Node 913	24
Node 162	Node 604	11
Node 341	Node 486	6
Node 633	Node 617	43
Node 620	Node 559	11
Node 35	Node 284	93
Node 69	Node 289	90
Node 985	Node 694	57
Node 426	Node 728	64
Node 608	Node 929	69
Node 703	Node 351	18
Node 533	Node 60	35
Node 190	Node 566	47
Node 83	Node 341	80
Node 434	Node 602	41
Node 515	Node 961	27
Node 846	Node 349	48
Node 739	Node 645	45
Node 131	Node 699	73
Node 155	Node 852	71
Node 808	Node 262	84
Node 694	Node 0	86
Node 583	Node 255	21
Node 640	Node 565	76
Node 78	Node 163	47
Node 304	Node 162	40
Node 97	Node 679	8
Node 624	Node 800	33
Node 222	Node 114	34
Node 40	Node 312	67
Node 308	Node 473	77
Node 655	Node 106	23
Node 197	Node 395	6
Node 175	Node 19	19
Node 250	Node 109	26
Node 407	Node 23	38
Node 677	Node 570	4
Node 7	Node 121	1
Node 929	Node 513	95
Node 21	Node 188	55
Node 363	Node 301	37
Node 542	Node 631	81
Node 225	Node 137	32
Node 65	Node 96	2
Node 80	Node 924	61
Node 55	Node 723	37
Node 451	Node 524	36
Node 340	Node 428	71
Node 638	Node 807	31
Node 766	Node 979	26
Node 9	Node 299	88
Node 856	Node 537	42
Node 477	Node 634	96
Node 963	Node 262	92
Node 162	Node 904	63
Node 495	Node 613	64
Node 39	Node 874	21
Node 22	Node 717	45
Node 231	Node 713	59
Node 54	Node 809	58
Node 130	Node 884	20
Node 896	Node 895	70
Node 602	Node 840	34
Node 39	Node 35	41
Node 458	Node 579	82
Node 85	Node 453	83
Node 670	Node 306	88
Node 718	Node 811	42
Node 670	Node 471	45
Node 270	Node 946	55
Node 637	Node 636	21
Node 386	Node 278	0
Node 18	Node 191	27
Node 233	Node 472	30
Node 817	Node 202	18
Node 357	Node 744	61
Node 62	Node 650	25
Node 49	Node 121	26
Node 819	Node 815	12
Node 463	Node 853	8
Node 47	Node 875	76
Node 532	Node 670	99
Node 776	Node 39	76
Node 43	Node 35	33
Node 429	Node 542	63
Node 238	Node 136	54
Node 202	Node 787	52
Node 856	Node 93	11
Node 701	Node 279	59
Node 128	Node 926	87
Node 996	Node 192	31
Node 355	Node 484	72
Node 249	Node 182	17
Node 390	Node 213	83
Node 375	Node 514	13
Node 457	Node 692	1
Node 588	Node 511	85
Node 9	Node 801	61
Node 435	Node 63	20
Node 747	Node 861	94
Node 851	Node 591	78
Node 921	Node 569	36
Node 407	Node 531	54
Node 867	Node 27	44
Node 342	Node 714	55
Node 545	Node 969	65
Node 87	Node 567	59
Node 882	Node 569	14
Node 78	Node 850	1
Node 431	Node 461	30
Node 800	Node 696	60
Node 845	Node 947	4
Node 877	Node 53	11
Node 577	Node 589	9
Node 375	Node 127	92
Node 472	Node 705	2
Node 237	Node 785	20
Node 118	Node 404	10
Node 531	Node 877	89
Node 279	Node 954	64
Node 226	Node 232	70
Node 226	Node 820	40
Node 462	Node 624	15
Node 434	Node 476	6
Node 489	Node 220	97
Node 59	Node 56	39
Node 75	Node 211	38
Node 884	Node 76	15
Node 200	Node 129	21
Node 597	Node 261	74
Node 375	Node 778	87
Node 167	Node 175	53
Node 768	Node 464	87
Node 374	Node 37	0
Node 285	Node 978	39
Node 65	Node 302	6
Node 131	Node 840	45
Node 333	Node 581	16
Node 634	Node 918	21
Node 49	Node 553	19
Node 859	Node 932	93
Node 104	Node 796	84
Node 543	Node 448	3
Node 80	Node 780	29
Node 987	Node 31	20
Node 440	Node 151	88
Node 114	Node 756	82
Node 728	Node 544	25
Node 165	Node 21	40
Node 336	Node 214	96
Node 32	Node 305	4
Node 699	Node 733	88
Node 706	Node 385	0
Node 836	Node 185	91
Node 916	Node 142	3
Node 678	Node 647	77
Node 552	Node 5	74
Node 790	Node 637	7
Node 962	Node 663	40
Node 967	Node 909	33
Node 658	Node 487	35
Node 660	Node 257	62
Node 761	Node 676	58
Node 293	Node 402	58
Node 870	Node 592	44
Node 510	Node 216	30
Node 203	Node 918	76
Node 270	Node 45	51
Node 435	Node 158	84
Node 477	Node 53	47
Node 435	Node 696	4
Node 381	Node 433	89
Node 593	Node 387	63
Node 440	Node 467	72
Node 809	Node 386	19
Node 991	Node 342	75
Node 161	Node 707	23
Node 256	Node 902	1
Node 845	Node 264	18
Node 665	Node 124	32
Node 21	Node 905	57
Node 282	Node 603	57
Node 611	Node 543	70
Node 827	Node 829	82
Node 694	Node 597	92
Node 641	Node 750	92
Node 472	Node 994	88
Node 220	Node 278	41
Node 714	Node 560	11
Node 407	Node 186	12
Node 467	Node 100	46
Node 637	Node 126	99
Node 11	Node 10	48
Node 560	Node 695	88
Node 919	Node 169	62
Node 779	Node 722	6
Node 759	Node 34	25
Node 280	Node 486	70
Node 887	Node 21	54
Node 813	Node 724	28
Node 30	Node 784	88
Node 428	Node 244	95
Node 246	Node 391	99
Node 506	Node 994	19
Node 208	Node 904	65
Node 368	Node 476	91
Node 44	Node 824	69
Node 149	Node 144	21
Node 379	Node 745	23
Node 934	Node 722	72
Node 946	Node 245	89
Node 544	Node 281	25
Node 115	Node 718	81
Node 262	Node 137	29
Node 141	Node 699	0
Node 806	Node 880	73
Node 103	Node 631	14
Node 802	Node 728	97
Node 78	Node 583	17
Node 691	Node 282	6
Node 470	Node 20	90
Node 560	Node 756	54
Node 887	Node 410	3
Node 842	Node 215	95
Node 327	Node 186	96
Node 926	Node 398	70
Node 518	Node 942	50
Node 525	Node 663	63
Node 532	Node 564	18
Node 875	Node 488	46
Node 683	Node 712	40
Node 442	Node 582	70
Node 462	Node 237	33
Node 863	Node 897	59
Node 726	Node 816	20
Node 571	Node 996	35
Node 883	Node 432	76
Node 99	Node 238	73
Node 214	Node 40	75
Node 983	Node 760	61
Node 743	Node 453	20
Node 519	Node 940	80
Node 760	Node 542	19
Node 824	Node 74	1
Node 385	Node 901	65
Node 521	Node 881	70
Node 342	Node 805	39
Node 290	Node 916	51
Node 931	Node 626	64
Node 755	Node 648	91
Node 78	Node 742	5
Node 325	Node 399	61
Node 169	Node 725	44
Node 667	Node 744	16
Node 751	Node 204	79
Node 738	Node 945	49
Node 317	Node 719	33
Node 600	Node 7	57
Node 943	Node 199	91
Node 607	Node 303	38
Node 813	Node 250	39
Node 178	Node 780	72
Node 867	Node 718	66
Node 284	Node 493	40
Node 546	Node 327	40
Node 32	Node 932	10
Node 744	Node 714	99
Node 599	Node 926	86
Node 905	Node 650	20
Node 485	Node 197	29
Node 900	Node 381	5
Node 922	Node 276	92
Node 546	Node 382	46
Node 354	Node 38	79
Node 141	Node 589	52
Node 214	Node 289	18
Node 823	Node 779	15
Node 137	Node 834	29
Node 129	Node 864	45
Node 245	Node 39	62
Node 855	Node 655	82
Node 499	Node 966	14
Node 675	Node 324	29
Node 75	Node 844	40
Node 131	Node 763	52
Node 469	Node 173	93
